PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;COD-BARRIO;BARRIO;COD-DISTRITO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO
11350944;"Instalación Deportiva Municipal Básica Avenida de Cerro Milano";"";"";"Pista de minibaloncesto Pista de minipitch  Acceso libre.";"Metro: Congosto (línea 1).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c3ccd112cde58710VgnVCM1000001d4a900aRCRD";"CERRO MILANO";"AVENIDA";"V";"18";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"447920";"4468548";"40.36588534588442";"-3.613403621440493";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4547674;"Instalación Deportiva Municipal Básica Avenida de Moratalaz - M30";"";"";"Pista de patinaje Pista de baloncesto 3 pistas de chito  Acceso libre.";"Metro: Estrella (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=428ac1f812491110VgnVCM2000000c205a0aRCRD";"RAMON ARECES";"CALLE";"V";"1";"";"";"";"C/V CORREGIDOR DIEGO VALDERRÁBANO";"MADRID";"MADRID";"28030";"5";"FONTARRON";"14";"MORATALAZ";"443793";"4473253";"40.40799695992161";"-3.6624292972075247";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
5689074;"Instalación Deportiva Municipal Básica Avenida de Niza";"";"";"Pista de patinaje  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7ca06b71fa5a8210VgnVCM2000000c205a0aRCRD";"NIZA";"AVENIDA";"V";"27";"";"";"";"";"MADRID";"MADRID";"28022";"5";"ROSAS";"20";"SAN BLAS-CANILLEJAS";"448516";"4475536";"40.42887519334102";"-3.6069455876014773";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
11350990;"Instalación Deportiva Municipal Básica Avenida de las Suertes";"";"";"Pista de baloncesto Pista polideportiva  Acceso libre.";"Metro: Las Suertes (línea 1).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b777d112cde58710VgnVCM1000001d4a900aRCRD";"LAS SUERTES";"AVENIDA";"V";"63";"";"";"";"";"MADRID";"MADRID";"28051";"3";"ENSANCHE DE VALLECAS";"18";"VILLA DE VALLECAS";"447796";"4469520";"40.36559128645836";"-3.5960998530112245";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
11350970;"Instalación Deportiva Municipal Básica Avenida del Mediterráneo";"";"";"Pista de patinaje  Acceso libre.";"Renfe: Santa Eugenia (líneas C2, C7 y C8).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=7e52d112cde58710VgnVCM1000001d4a900aRCRD";"PUENTELARRA";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28031";"2";"SANTA EUGENIA";"18";"VILLA DE VALLECAS";"448498";"4470607";"40.38446715764587";"-3.606756279102067";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4541420;"Instalación Deportiva Municipal Básica Ayacucho";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Mar de Cristal (líneas 4 y 8).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=8fc5bca369a51110VgnVCM1000000b205a0aRCRD";"NEVADO DEL RUIZ";"CALLE";"V";"4";"";"";"";"CUBIERTA DEL P.A.R.";"MADRID";"MADRID";"28033";"4";"PINAR DEL REY";"16";"HORTALEZA";"446151";"4480133";"40.47013231871223";"-3.6352204712386973";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
12009619;"Instalación Deportiva Municipal Básica Ayerbe";"";"";"Campo de futbol 11 césped artificial  Acceso controlado.";"Metro: El Capricho (línea 5).";"";"3";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=58fa9f50bc408810VgnVCM1000001d4a900aRCRD";"AYERBE";"CALLE";"V";"16";"";"";"";"";"MADRID";"MADRID";"28042";"2";"AEROPUERTO";"21";"BARAJAS";"450824";"4479888";"40.46821936653518";"-3.5800716594564053";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
12035452;"Instalación Deportiva Municipal Básica Azca";"";"";"Pista baloncesto 3x3   Acceso libre.";"";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6040fb355b3b8810VgnVCM2000001f4a900aRCRD";"PABLO RUIZ PICASSO";"PLAZA";"V";"1";"";"";"";"";"MADRID";"MADRID";"28020";"2";"CUATRO CAMINOS";"6";"TETUAN";"441298";"4477962";"40.45025334832397";"-3.69226701497804";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50255880;"Instalación Deportiva Municipal Básica BMX Parque Sur";"";"";"Pista de automodelismo Pista de BMX   Acceso libre.";"Metro: Abrantes , Pan Bendito (línea 11).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=54a4ba0c476ec910VgnVCM100000891ecb1aRCRD";"VIA LUSITANA";"CALLE";"V";"11";"";"";"";"PARQUE SUR";"MADRID";"MADRID";"28025";"7";"ABRANTES";"11";"CARABANCHEL";"438143";"4469914";"40.377521723306195";"-3.7286819312201716";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitoBMX"
4543101;"Instalación Deportiva Municipal Básica Bacares (fútbol)";"";"";"Pista de fútbol sala Pista de minibaloncesto Pista de patinaje Pista de skate Pista de voleibol  Acceso libre.";"Metro: Manoteras (línea 4).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=b9ed7874b8f61110VgnVCM1000000b205a0aRCRD";"BACARES";"CALLE";"V";"27";"";"";"";"";"MADRID";"MADRID";"28033";"5";"APOSTOL SANTIAGO";"16";"HORTALEZA";"443734";"4480962";"40.47743047451657";"-3.663819108324953";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4556115;"Instalación Deportiva Municipal Básica Bahía de Santander II";"";"";"Pista de fútbol sala  Acceso libre.";"Consulta los siguientes enlaces.";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=660c90270a0e1110VgnVCM1000000b205a0aRCRD";"BAHIA DE SANTANDER";"CALLE";"V";"64";"";"";"";"";"MADRID";"MADRID";"28042";"5";"CORRALEJOS";"21";"BARAJAS";"449627";"4479571";"40.46527791543298";"-3.594188775058509";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
50320722;"Instalación Deportiva Municipal Básica Barras en Madrid Rio bajo Puente Praga";"";"";"Parque de calistenia  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ddfcbe12d736e910VgnVCM200000f921e388RCRD";"PRAGA";"PUENTE";"V";"";"";"";"";"";"MADRID";"MADRID";"";"";"";"";"USERA";"440238";"4471890";"40.394620675971765";"-3.7046735101162174";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
4541265;"Instalación Deportiva Municipal Básica Barrio El Querol - Spartac de Manoteras";"";"";"Campo de fútbol 11 césped artificial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9509f65195a51110VgnVCM1000000b205a0aRCRD";"TIJOLA";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28033";"5";"APOSTOL SANTIAGO";"16";"HORTALEZA";"444121";"4481332";"40.480800850285206";"-3.659267661643925";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4561081;"Instalación Deportiva Municipal Básica Barrio Goya";"";"";"Campo de fútbol 11 césped artificial Campo de minipitch césped artificial (fútbol 3x3)  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=e904184a5b902110VgnVCM1000000b205a0aRCRD";"CAPRICHOS";"AVENIDA";"V";"16";"";"";"";"";"MADRID";"MADRID";"28011";"1";"LOS CARMENES";"10";"LATINA";"438018";"4472954";"40.4048996230254";"-3.730445253730882";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4547653;"Instalación Deportiva Municipal Básica Barrio IV";"";"";"Pista polideportiva  Acceso libre.";"Metro: Pavones (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=945663952e391110VgnVCM2000000c205a0aRCRD";"LUIS DE HOYOS SAINZ";"CALLE";"V";"150";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"446197";"4472651";"40.40272360732888";"-3.6340475890184556";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
12030154;"Instalación Deportiva Municipal Básica Barrio de Las Cárcavas - Aurora Redondo";"";"";"Campo fútbol 11 césped artificial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ce4c275562b88810VgnVCM2000001f4a900aRCRD";"RAFAELA APARICIO";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28055";"6";"VALDEFUENTES";"16";"HORTALEZA";"446467";"4481149";"40.479310091721416";"-3.6315762313926756";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
6308361;"Instalación Deportiva Municipal Básica Barrio de Santa Ana - Andrés Navarrete";"";"";"Pista de bolos y petanca Campo de fútbol 11 de césped artificial Campo de fútbol 7 de césped artificial  Acceso controlado.";"Metro: Fuencarral (línea 10).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=f876d9359e735310VgnVCM2000000c205a0aRCRD";"HOSPITALET DE LLOBREGAT";"CALLE";"V";"11";"";"";"";"";"MADRID";"MADRID";"28034";"6";"VALVERDE";"8";"FUENCARRAL-EL PARDO";"441133";"4482878";"40.49452475361937";"-3.6946653699300733";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4555292;"Instalación Deportiva Municipal Básica Barrio del Aeropuerto";"";"";"Pista de baloncesto Pista de bolos y petanca Circuito de vida Pista de fútbol sala Parque de calistenia 2 tenis de mesa  Acceso libre.";"Metro: El Capricho , Alameda de Osuna (línea 5).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=43ea70af27fd1110VgnVCM1000000b205a0aRCRD";"MEDINA DE POMAR";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28042";"2";"AEROPUERTO";"21";"BARAJAS";"450444";"4478002";"40.45120159850761";"-3.5844180853262886";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitoVida"
4549165;"Instalación Deportiva Municipal Básica Baterías - Barrio Alegría";"";"";"Pista de fútbol sala Pista de baloncesto Pista de patinaje  Acceso libre.";"Metro: Barrio de la Concepción (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9d2677e116d91110VgnVCM1000000b205a0aRCRD";"BATERIAS";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28027";"4";"LA CONCEPCION";"15";"CIUDAD LINEAL";"444985";"4476948";"40.44137028368946";"-3.6486988769231083";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPatinaje"
4642682;"Instalación Deportiva Municipal Básica Belzunegui";"";"";"Pista de baloncesto  Acceso libre.";"Metro: San Francisco , Pan Bendito (línea 11).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=a6649adbecef4110VgnVCM1000000b205a0aRCRD";"BELZUNEGUI";"CALLE";"V";"2";"";"";"";"";"MADRID";"MADRID";"28025";"5";"PUERTA BONITA";"11";"CARABANCHEL";"437224";"4469742";"40.37589834672166";"-3.7394865636709618";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
12009870;"Instalación Deportiva Municipal Básica Bike Park BMX";"";"";"Pista BMX  Pista BMX pump track  Acceso libre.";"Metro: El Capricho (línea 5).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=ad2ecb9390508810VgnVCM2000001f4a900aRCRD";"MISTRAL";"CALLE";"V";"53";"";"";"";"FRENTE AL 39";"MADRID";"MADRID";"28042";"4";"TIMON";"21";"BARAJAS";"449552";"4480174";"40.47072013500581";"-3.595107085710263";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitoBMX"
50263129;"Instalación Deportiva Municipal Básica Bike Park Cuña Verde";"";"";"Pista de BMX   Acceso controlado.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=fe5f1a2fc9a1d910VgnVCM200000f921e388RCRD";"FUENTE CARRANTONA";"CALLE";"V";"61";"";"";"";"";"MADRID";"MADRID";"28030";"3";"MARROQUINA";"14";"MORATALAZ";"446635";"4473699";"40.41220664353713";"-3.628972354235786";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CircuitoBMX"
52832;"Instalación Deportiva Municipal Básica Boston";"";"";"1 pista polideportiva cubierta  2 tenis de mesa  Acceso controlado.";"Metro: Parque de las Avenidas (línea 7).";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=9386395961e4f010VgnVCM2000000c205a0aRCRD";"BOSTON";"CALLE";"V";"1";"";"";"";"CUBIERTA DEL P.A.R.";"MADRID";"MADRID";"28028";"4";"GUINDALERA";"4";"SALAMANCA";"443456";"4476508";"40.43729691048299";"-3.6666902012771763";"";"";"cdbreogan@gmail.com";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
5940746;"Instalación Deportiva Municipal Básica Briviesca";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Pinar de Chamartín (líneas 1 y 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=5cbb9256c6bed210VgnVCM1000000b205a0aRCRD";"BRIVIESCA";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28033";"9";"COSTILLARES";"15";"CIUDAD LINEAL";"443503";"4481453";"40.48183793645468";"-3.6665879427690853";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4548441;"Instalación Deportiva Municipal Básica Brujas";"";"";"Pista de fútbol sala  Acceso libre.";"Metro: Pavones (línea 9).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=6a1a83dbd6891110VgnVCM2000000c205a0aRCRD";"HACIENDA DE PAVONES";"CALLE";"V";"356";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"446741";"4472193";"40.39864418597191";"-3.6275971529980744";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaFutbolSala"
50263137;"Instalación Deportiva Municipal Básica Brujas Atletismo";"";"";"Pista de atletismo  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c1861a2fc9a1d910VgnVCM200000f921e388RCRD";"DOCTOR GARCIA TAPIA";"AVENIDA";"V";"232";"";"";"";"";"MADRID";"MADRID";"28030";"1";"PAVONES";"14";"MORATALAZ";"446943";"4473007";"40.40599374520822";"-3.625279164002531";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasAtletismo"
6288965;"Instalación Deportiva Municipal Básica Brunete";"";"";"Pista de baloncesto Pista polideportiva (marcaje fútbol sala y 4 pickleball)  Acceso libre.";"Metro: Lacoma (línea 7).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1be011a8111d4310VgnVCM2000000c205a0aRCRD";"BRUNETE";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28048";"1";"EL PARDO";"8";"FUENCARRAL-EL PARDO";"434449";"4485393";"40.516672960212716";"-3.773795776219611";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaPickleball"
4541536;"Instalación Deportiva Municipal Básica Burgo de Osma";"";"";"Pista polideportiva  Acceso libre.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=46793331bca51110VgnVCM1000000b205a0aRCRD";"BURGO DE OSMA";"CALLE";"V";"5";"";"";"";"CUBIERTA DE P.A.R.";"MADRID";"MADRID";"28033";"5";"APOSTOL SANTIAGO";"16";"HORTALEZA";"443836";"4480028";"40.46902347728972";"-3.6625331191321413";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
4546485;"Instalación Deportiva Municipal Básica Burgos";"";"";"7 pistas de pádel  Acceso controlado.";"Metro: Bambú (línea 1).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=4b781021e8d81110VgnVCM1000000b205a0aRCRD";"BURGOS";"AVENIDA";"V";"18";"";"";"";"";"MADRID";"MADRID";"28036";"6";"CASTILLA";"5";"CHAMARTIN";"442734";"4480794";"40.4758640417365";"-3.6755842361694255";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistasPadel"
50267402;"Instalación Deportiva Municipal Básica Butarque";"";"";"Pista polideportiva Pista de skate Parque de calistenia  Acceso libre.";"Renfe: San Cristóbal de los Ángeles (línea C3).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=0fb44c4ea4e2d910VgnVCM200000f921e388RCRD";"BERROCAL";"CALLE";"V";"80";"";"";"";"";"MADRID";"MADRID";"28021";"3";"BUTARQUE";"17";"VILLAVERDE";"442094";"4467591";"40.33912414754847";"-3.6749636455988153";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
12038100;"Instalación Deportiva Municipal Básica C.F. El Pozo";"";"";"Campo de fútbol 11 césped artificial  Acceso controlado.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=424a11cae53c8810VgnVCM1000001d4a900aRCRD";"REGUERA DE TOMATEROS";"CALLE";"V";"103";"";"";"";"";"MADRID";"MADRID";"28053";"1";"ENTREVIAS";"13";"PUENTE DE VALLECAS";"444098";"4469032";"40.36999628002679";"-3.658463476211585";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
12032641;"Instalación Deportiva Municipal Básica C.F. Moscardó - Estadio Román Valero";"";"";"Campo fútbol 11 césped artificial Pista polideportiva  Acceso controlado.";"Consulta los siguientes enlaces.";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=1cd2ac5a40a98810VgnVCM2000001f4a900aRCRD";"ANDRES ARTEAGA";"CALLE";"V";"3";"";"";"";"";"MADRID";"MADRID";"28026";"5";"MOSCARDO";"12";"USERA";"440077";"4471192";"40.38917382160825";"-3.7060246130597516";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4663799;"Instalación Deportiva Municipal Básica C.P. Aragón";"";"";"Campo de fútbol 11 césped artificial  Acceso controlado.";"Metro: Miguel Hernández (línea 1).";"";"2";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=cba58203c8485110VgnVCM1000000b205a0aRCRD";"ANTONIO MAIRENA";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28038";"4";"PALOMERAS SURESTE";"13";"PUENTE DE VALLECAS";"445807";"4471433";"40.39173622231404";"-3.638534214819895";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/CamposEstadiosFutbol"
4542012;"Instalación Deportiva Municipal Básica Calanda";"";"";"Pista de chito  Acceso libre.";"Metro: Esperanza (línea 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d7132f9841a61110VgnVCM1000000b205a0aRCRD";"CALANDA";"CALLE";"V";"30";"";"";"";"CUBIERTA DEL P.A.R.";"MADRID";"MADRID";"28043";"3";"CANILLAS";"16";"HORTALEZA";"445615";"4479285";"40.46246051111333";"-3.6414728951814523";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/PistaBolosPetancaCalvaChito"
5940802;"Instalación Deportiva Municipal Básica Caleruega";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Pinar de Chamartín (líneas 1 y 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=be549256c6bed210VgnVCM1000000b205a0aRCRD";"CALERUEGA";"CALLE";"V";"52";"";"";"";"";"MADRID";"MADRID";"28033";"9";"COSTILLARES";"15";"CIUDAD LINEAL";"443078";"4481370";"40.48107021761235";"-3.6715945896476194";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50257798;"Instalación Deportiva Municipal Básica Caleruega - Arte";"";"";"Pista de baloncesto  Acceso libre.";"Metro: Pinar de Chamartín (líneas 1 y 4).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=d38cbf66f96fc910VgnVCM200000f921e388RCRD";"CALERUEGA";"CALLE";"V";"65";"";"";"";"C/V CALLE ARTE";"MADRID";"MADRID";"28033";"9";"COSTILLARES";"15";"CIUDAD LINEAL";"443124";"4481370";"40.4822696515147";"-3.6713623410192078";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/InstalacionesDeportivasBasicas"
50262524;"Instalación Deportiva Municipal Básica Calistenia El OG";"";"";"Parque de calistenia  Acceso libre.";"Consulta los siguientes enlaces.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=c6104b9d7b91d910VgnVCM200000f921e388RCRD";"VIRGEN DE LOS ROSALES";"CALLE";"V";"38";"";"";"";"";"MADRID";"MADRID";"28023";"7";"ARAVACA";"9";"MONCLOA-ARAVACA";"434215";"4478410";"40.45375162897784";"-3.7758266599231463";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
50308096;"Instalación Deportiva Municipal Básica Calistenia Madrid Río bajo Puente Princesa";"";"";"Parque de calistenia  Acceso libre.";"Metro: Legazpi (línea 3 y 6).";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=bfa48ab43d6bb410VgnVCM100000171f5a0aRCRD&vgnextoid=2906317b0c61e910VgnVCM100000891ecb1aRCRD";"PRINCESA";"PUENTE";"V";"";"";"";"";"";"MADRID";"MADRID";"";"2";"LEGAZPI";"";"ARGANZUELA";"440699";"4471130";"40.38937504733572";"-3.6978934032648865";"";"";"";"/contenido/entidadesYorganismos/CentrosEspaciosDeporte/Calistenia"
